prompt,relation
The word object relates to part,hyponymy
object and part are connected,hyponymy
Consider object and part together,hyponymy
The word mericarp relates to carpel,hypernymy
mericarp and carpel are connected,hypernymy
Consider mericarp and carpel together,hypernymy
The word medicine relates to oncology,hyponymy
medicine and oncology are connected,hyponymy
Consider medicine and oncology together,hyponymy
The word blacken relates to whiten,antonymy
blacken and whiten are connected,antonymy
Consider blacken and whiten together,antonymy
The word bundle relates to sleep,hypernymy
bundle and sleep are connected,hypernymy
Consider bundle and sleep together,hypernymy
The word chlorobenzylidenemalononitrile relates to circulatory,random
chlorobenzylidenemalononitrile and circulatory are connected,random
Consider chlorobenzylidenemalononitrile and circulatory together,random
The word clergy relates to laity,antonymy
clergy and laity are connected,antonymy
Consider clergy and laity together,antonymy
The word chemosis relates to unfilled,random
chemosis and unfilled are connected,random
Consider chemosis and unfilled together,random
The word monoblast relates to washable,random
monoblast and washable are connected,random
Consider monoblast and washable together,random
The word rush relates to travel,hypernymy
rush and travel are connected,hypernymy
Consider rush and travel together,hypernymy
The word cryptorchidism relates to gazelle,random
cryptorchidism and gazelle are connected,random
Consider cryptorchidism and gazelle together,random
The word haematochezia relates to hematochezia,synonymy
haematochezia and hematochezia are connected,synonymy
Consider haematochezia and hematochezia together,synonymy
The word actualise relates to realise,synonymy
actualise and realise are connected,synonymy
Consider actualise and realise together,synonymy
The word fuck relates to shtup,synonymy
fuck and shtup are connected,synonymy
Consider fuck and shtup together,synonymy
The word governor relates to regulator,synonymy
governor and regulator are connected,synonymy
Consider governor and regulator together,synonymy
The word deoxidize relates to reduce,synonymy
deoxidize and reduce are connected,synonymy
Consider deoxidize and reduce together,synonymy
The word aposelene relates to periselene,antonymy
aposelene and periselene are connected,antonymy
Consider aposelene and periselene together,antonymy
The word formation relates to raster,hyponymy
formation and raster are connected,hyponymy
Consider formation and raster together,hyponymy
The word contact relates to snick,hyponymy
contact and snick are connected,hyponymy
Consider contact and snick together,hyponymy
The word profitable relates to unprofitable,antonymy
profitable and unprofitable are connected,antonymy
Consider profitable and unprofitable together,antonymy
The word inclined relates to vertical,antonymy
inclined and vertical are connected,antonymy
Consider inclined and vertical together,antonymy
The word minah relates to mynah,synonymy
minah and mynah are connected,synonymy
Consider minah and mynah together,synonymy
The word strength relates to weakness,antonymy
strength and weakness are connected,antonymy
Consider strength and weakness together,antonymy
The word worker relates to twiner,hyponymy
worker and twiner are connected,hyponymy
Consider worker and twiner together,hyponymy
The word counterattack relates to countermove,synonymy
counterattack and countermove are connected,synonymy
Consider counterattack and countermove together,synonymy
The word elegiac relates to inconsiderateness,random
elegiac and inconsiderateness are connected,random
Consider elegiac and inconsiderateness together,random
The word endogamous relates to exogamous,antonymy
endogamous and exogamous are connected,antonymy
Consider endogamous and exogamous together,antonymy
The word end relates to middle,antonymy
end and middle are connected,antonymy
Consider end and middle together,antonymy
The word ass relates to screwing,synonymy
ass and screwing are connected,synonymy
Consider ass and screwing together,synonymy
The word dove relates to hawk,antonymy
dove and hawk are connected,antonymy
Consider dove and hawk together,antonymy
The word mendacity relates to veracity,antonymy
mendacity and veracity are connected,antonymy
Consider mendacity and veracity together,antonymy
The word prophet relates to sibyl,hyponymy
prophet and sibyl are connected,hyponymy
Consider prophet and sibyl together,hyponymy
The word transition relates to jump,hyponymy
transition and jump are connected,hyponymy
Consider transition and jump together,hyponymy
The word fain relates to vulturous,random
fain and vulturous are connected,random
Consider fain and vulturous together,random
The word cognizance relates to incognizance,antonymy
cognizance and incognizance are connected,antonymy
Consider cognizance and incognizance together,antonymy
The word proficient relates to technical,synonymy
proficient and technical are connected,synonymy
Consider proficient and technical together,synonymy
The word inconceivably relates to wretch,random
inconceivably and wretch are connected,random
Consider inconceivably and wretch together,random
The word established relates to unestablished,antonymy
established and unestablished are connected,antonymy
Consider established and unestablished together,antonymy
The word complimentary relates to uncomplimentary,antonymy
complimentary and uncomplimentary are connected,antonymy
Consider complimentary and uncomplimentary together,antonymy
The word demonstrate relates to exhibit,synonymy
demonstrate and exhibit are connected,synonymy
Consider demonstrate and exhibit together,synonymy
The word sin relates to transgress,hypernymy
sin and transgress are connected,hypernymy
Consider sin and transgress together,hypernymy
The word hardtack relates to mahogany,hypernymy
hardtack and mahogany are connected,hypernymy
Consider hardtack and mahogany together,hypernymy
The word gibbosity relates to jeweler,random
gibbosity and jeweler are connected,random
Consider gibbosity and jeweler together,random
The word limb relates to hindlimb,hyponymy
limb and hindlimb are connected,hyponymy
Consider limb and hindlimb together,hyponymy
The word acute relates to obtuse,antonymy
acute and obtuse are connected,antonymy
